City,Category,Sub-Category,Product,SKU ID,Image,Brand,SKU Name,SKU Size,MRP,Selling Price,Item Link,In Stock,Out of Stock,Rating,Price
,BEAUTY & HYGIENE,ORAL CARE,MOUTHWASH,40158268,https://www.bigbasket.com/media/uploads/p/l/40158268_2-closeup-nature-boost-anti-germ-mouthwash.jpg,Closeup,"Closeup Nature Boost Anti Germ Mouthwash, 250 ml",250 ml,Rs 125,Rs 110,https://www.bigbasket.com/pd/40158268/closeup-nature-boost-anti-germ-mouthwash-250-ml/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.2,₹100
,BEAUTY & HYGIENE,ORAL CARE,TOOTHBRUSH,40114822,https://www.bigbasket.com/media/uploads/p/l/40114822_6-colgate-sensitive-toothbrush-gentle-soft-bristles.jpg,Colgate,Colgate Toothbrush,4 pcs,Rs 145,Rs 130.50,https://www.bigbasket.com/pd/40114822/colgate-sensitive-toothbrush-gentle-soft-bristles-4-pcs/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.8,₹102
,BEAUTY & HYGIENE,ORAL CARE,TOOTHPASTE,1223616,https://www.bigbasket.com/media/uploads/p/l/1223616_1-colgate-total-whole-mouth-health-antibacterial-toothpaste-gentle-enamel-toothbrush.jpg,Colgate,"Colgate Total Whole Mouth Health Antibacterial Toothpaste + Gentle Enamel Toothbrush, Combo 2 items",Combo 2 items,Rs 538,Rs 398.16,https://www.bigbasket.com/pd/1223616/colgate-total-whole-mouth-health-antibacterial-toothpaste-gentle-enamel-toothbrush-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.2,₹408.6
,BEAUTY & HYGIENE,ORAL CARE,TOOTHBRUSH,20003847,https://www.bigbasket.com/media/uploads/p/l/20003847_12-oral-b-criss-cross-gum-care-toothbrush-with-extra-long-power-tip-bristles-m.jpg,Oral-B,Oral-B Criss Cross Gum Care Toothbrush,2 pcs (Buy 2 Get 2 Free),Rs 190,Rs 161.50,https://www.bigbasket.com/pd/20003847/oral-b-criss-cross-gum-care-toothbrush-with-extra-long-power-tip-bristles-m-2-pcs/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.2,₹190
,BEAUTY & HYGIENE,ORAL CARE,TOOTHBRUSH,40224661,https://www.bigbasket.com/media/uploads/p/l/40224661_5-oral-b-cavity-defense-123-toothbrush-soft.jpg,Oral-B,Oral-B Bacterial Fighter Manual Tooth Brush,6 pcs,Rs 120,Rs 102,https://www.bigbasket.com/pd/40224661/oral-b-cavity-defense-123-toothbrush-soft-6-pcs/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹133.65
,BEAUTY & HYGIENE,ORAL CARE,TOOTHBRUSH,40184954,https://www.bigbasket.com/media/uploads/p/l/40184954_7-colgate-slim-soft-charcoal-toothbrush.jpg,Colgate,"Colgate SlimSoft Charcoal Toothbrush, Soft, 4 pcs (Buy 2 Get 2 Free)",4 pcs (Buy 2 Get 2 Free),Rs 170,Rs 153,https://www.bigbasket.com/pd/40184954/colgate-slim-soft-charcoal-toothbrush-4-pcs/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.2,₹136
,BEAUTY & HYGIENE,ORAL CARE,TOOTHBRUSH,30008723,https://www.bigbasket.com/media/uploads/p/l/30008723_14-oral-b-sensitive-toothbrush-with-extra-soft-bristles.jpg,Oral-B,"Oral-B Sensitive & Gums – Pro Clean, Pack of 4",Pack of 4,Rs 135,Rs 114.75,https://www.bigbasket.com/pd/30008723/oral-b-sensitive-toothbrush-with-extra-soft-bristles-2-pcs/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹102.95
,BEAUTY & HYGIENE,ORAL CARE,TOOTHPASTE,1223645,https://www.bigbasket.com/media/uploads/p/l/1223645_1-colgate-charcoal-clean-toothpaste-120g-x-2-slim-soft-charcoal-toothbrush-4-pcs.jpg,Colgate,"Colgate Charcoal Clean Toothpaste (120g X 2) + Slim Soft Charcoal Toothbrush (4 pcs), Combo 2 Items",Combo 2 Items,Rs 490,Rs 382.50,https://www.bigbasket.com/pd/1223645/colgate-charcoal-clean-toothpaste-120g-x-2-slim-soft-charcoal-toothbrush-4-pcs-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹392.82
,BEAUTY & HYGIENE,ORAL CARE,TOOTHPASTE,1212657,https://www.bigbasket.com/media/uploads/p/l/1212657_4-colgate-strong-teeth-anticavity-toothpaste-with-amino-shakti-saver-pack.jpg,Colgate,Colgate Strong Teeth Anticavity Toothpaste With Amino Shakti,2x500 g Multipack,Rs 552,Rs 456.23,https://www.bigbasket.com/pd/1212657/colgate-strong-teeth-anticavity-toothpaste-with-amino-shakti-saver-pack-2x500-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.2,₹471.19
,BEAUTY & HYGIENE,ORAL CARE,TOOTHPASTE,1205561,https://www.bigbasket.com/media/uploads/p/l/1205561_4-colgate-toothpaste-maxfresh-spicy-red-gel.jpg,Colgate,Colgate Toothpaste,4x150 g Multipack,Rs 500,Rs 380,https://www.bigbasket.com/pd/1205561/colgate-toothpaste-maxfresh-spicy-red-gel-4x150-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.3,₹337.5
,BEAUTY & HYGIENE,ORAL CARE,TOOTHPASTE,1214373,https://www.bigbasket.com/media/uploads/p/l/1214373_5-colgate-total-whole-mouth-health-advanced-toothpaste-120g-120g.jpg,Colgate,"Colgate Colgate Total Whole Mouth Health, Antibacterial Toothpaste, 120gm + 120gm (Advanced Health, Saver Pack) (Pack of 2), 2x240 g (Multipack)",2x240 g (Multipack),Rs 596,Rs 429.12,https://www.bigbasket.com/pd/1214373/colgate-total-whole-mouth-health-advanced-toothpaste-120g-120g-2x240-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.2,₹507.64
,BEAUTY & HYGIENE,ORAL CARE,TOOTHPASTE,40195548,https://www.bigbasket.com/media/uploads/p/l/40195548_6-colgate-visible-white-teeth-whitening-toothpaste.jpg,Colgate,"Colgate Visible White Teeth Whitening Toothpaste, Protects Enamel, Removes Stains, With Whitening Accelerators, 400g, 100g X 4, 100 g (Pack of 4)",100 g (Pack of 4),Rs 580,Rs 435,https://www.bigbasket.com/pd/40195548/colgate-visible-white-teeth-whitening-toothpaste-100-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.3,₹494
,BEAUTY & HYGIENE,ORAL CARE,TOOTHPASTE,1208322,https://www.bigbasket.com/media/uploads/p/l/1208322_1-dabur-meswak-toothpaste.jpg,Dabur,Dabur Meswak Toothpaste,3x200+200 g (Multipack),Rs 645,Rs 520.84,https://www.bigbasket.com/pd/1208322/dabur-meswak-toothpaste-3x200200-gm/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.2,₹523.69
,BEAUTY & HYGIENE,ORAL CARE,ELECTRIC TOOTHBRUSH,20003858,https://www.bigbasket.com/media/uploads/p/l/20003858_3-oral-b-cross-action-battery-powered-toothbrush-dual-action-prevents-plaque.jpg,Oral-B,Oral-B Cross Action Battery Powered Toothbrush,1 pc,Rs 599,Rs 509.15,https://www.bigbasket.com/pd/20003858/oral-b-cross-action-battery-powered-toothbrush-dual-action-prevents-plaque-1-pc/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹557
,BEAUTY & HYGIENE,ORAL CARE,ELECTRIC TOOTHBRUSH,40207946,https://www.bigbasket.com/media/uploads/p/l/40207946_3-oral-b-vitality-100-blue-criss-cross-electric-rechargeable-toothbrush-powered-by-braun.jpg,Oral-B,Oral-B Vitality 100 Blue Criss Cross Electric Rechargeable Toothbrush,1 pc,Rs 1799,Rs 1619.10,https://www.bigbasket.com/pd/40207946/oral-b-vitality-100-blue-criss-cross-electric-rechargeable-toothbrush-powered-by-braun-1-pc/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.4,₹1691.06
,BEAUTY & HYGIENE,ORAL CARE,ELECTRIC TOOTHBRUSH,40177921,https://www.bigbasket.com/media/uploads/p/l/40177921_4-oral-b-pro-600-cross-action-electric-rechargeable-toothbrush-multicolour.jpg,Oral-B,Oral-B Pro 600 Cross Action Electric Rechargeable Toothbrush,1 pc,Rs 3199,Rs 2879.10,https://www.bigbasket.com/pd/40177921/oral-b-pro-600-cross-action-electric-rechargeable-toothbrush-multicolour-1-pc/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.4,₹2719.15
,BEAUTY & HYGIENE,ORAL CARE,ELECTRIC TOOTHBRUSH,40252441,https://www.bigbasket.com/media/uploads/p/l/40252441_1-oral-b-kids-electric-rechargeable-toothbrush-spider-man-round-head-extra-soft-bristles-age-3.jpg,Oral-B,Oral-B Kids Electric Rechargeable Toothbrush,1 pc,Rs 1599,Rs 1439.10,https://www.bigbasket.com/pd/40252441/oral-b-kids-electric-rechargeable-toothbrush-spider-man-round-head-extra-soft-bristles-age-3-1-pc/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,1,₹1279.2
,BEAUTY & HYGIENE,ORAL CARE,ELECTRIC TOOTHBRUSH,40162375,https://www.bigbasket.com/media/uploads/p/l/40162375_3-colgate-proclinical-150-charcoal-sonic-electric-toothbrush-with-replaceable-brush-head.jpg,Colgate,Colgate ProClinical 150 Charcoal Sonic,1 pc,Rs 1199,Rs 839.30,https://www.bigbasket.com/pd/40162375/colgate-proclinical-150-charcoal-sonic-electric-toothbrush-with-replaceable-brush-head-1-pc/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.5,₹849.15
,BEAUTY & HYGIENE,ORAL CARE,ELECTRIC TOOTHBRUSH,40270263,https://www.bigbasket.com/media/uploads/p/l/40270263_1-oral-b-pro-expert-electric-toothbrush-battery-operated-with-replaceable-brush-head.jpg,Oral-B,Oral-B Pro Expert Electric Toothbrush,1 pc,Rs 1199,Rs 1019.15,https://www.bigbasket.com/pd/40270263/oral-b-pro-expert-electric-toothbrush-battery-operated-with-replaceable-brush-head-1-pc/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.3,₹1187.01
,BEAUTY & HYGIENE,ORAL CARE,ELECTRIC TOOTHBRUSH,40252437,https://www.bigbasket.com/media/uploads/p/l/40252437_1-oral-b-kids-electric-rechargeable-toothbrush-round-heads-replacement-refills-for-teeth-gums-star-wars-characters-by-braun.jpg,Oral B,"Oral B Oral-B Kids Electric Rechargeable Toothbrush Heads Replacement Refills Featuring Star Wars Characters (Pack of 2), 2 pcs",2 pcs,Rs 595,Rs 505.75,https://www.bigbasket.com/pd/40252437/oral-b-kids-electric-rechargeable-toothbrush-round-heads-replacement-refills-for-teeth-gums-star-wars-characters-by-braun-1-pc/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,2.3,₹595
,BEAUTY & HYGIENE,ORAL CARE,ELECTRIC TOOTHBRUSH,40252438,https://www.bigbasket.com/media/uploads/p/l/40252438_1-oral-b-kids-electric-rechargeable-toothbrush-round-heads-replacement-refills-for-teeth-gums-disney-frozen-characters.jpg,Oral B,"Oral B Oral-B Kids Electric Rechargeable Toothbrush Heads Replacement Refills Featuring Disney Frozen Characters (Pack of 2), 2 pcs",2 pcs,Rs 595,Rs 505.75,https://www.bigbasket.com/pd/40252438/oral-b-kids-electric-rechargeable-toothbrush-round-heads-replacement-refills-for-teeth-gums-disney-frozen-characters-1-pc/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,2,₹595
,BEAUTY & HYGIENE,ORAL CARE,FLOSS & TONGUE CLEANER,40186281,https://www.bigbasket.com/media/uploads/p/l/40186281_1-mr-copper-classic-tongue-cleaner-copper.jpg,Mr. Copper,Mr. Copper Classic Tongue Cleaner,1 pc,Rs 145,Rs 79,https://www.bigbasket.com/pd/40186281/mr-copper-classic-tongue-cleaner-copper-1-pc/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4,₹145
,BEAUTY & HYGIENE,ORAL CARE,FLOSS & TONGUE CLEANER,40186280,https://www.bigbasket.com/media/uploads/p/l/40186280_1-mr-copper-premium-tongue-cleaner-copper.jpg,Mr. Copper,Mr. Copper Premium Tongue Cleaner,1 pc,Rs 195,Rs 129,https://www.bigbasket.com/pd/40186280/mr-copper-premium-tongue-cleaner-copper-1-pc/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,No,Yes,4.2,₹195
,BEAUTY & HYGIENE,ORAL CARE,MOUTHWASH,1205563,https://www.bigbasket.com/media/uploads/p/l/1205563_2-colgate-mouthwash-plax-pepper-mint-alcohol-free-imported.jpg,Colgate,Colgate Mouthwash,3x250 ml Multipack,Rs 495,Rs 356.40,https://www.bigbasket.com/pd/1205563/colgate-mouthwash-plax-pepper-mint-alcohol-free-imported-3x250-ml/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.2,₹365.31
,BEAUTY & HYGIENE,ORAL CARE,MOUTHWASH,1208096,https://www.bigbasket.com/media/uploads/p/l/1208096_4-listerine-mouthwash-cool-mint.jpg,Listerine,Listerine Mouthwash,2x500 ml Multipack,Rs 670,Rs 591.74,https://www.bigbasket.com/pd/1208096/listerine-mouthwash-cool-mint-2x500-ml/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.2,₹536
,BEAUTY & HYGIENE,ORAL CARE,MOUTHWASH,20005540,https://www.bigbasket.com/media/uploads/p/l/20005540_7-colgate-mouthwash-fresh-tea.jpg,Colgate,Colgate Mouthwash Maxfresh,500 ml,Rs 315,Rs 267.75,https://www.bigbasket.com/pd/20005540/colgate-mouthwash-fresh-tea-500-ml/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.3,₹258.3
,BEAUTY & HYGIENE,ORAL CARE,MOUTHWASH,40258760,https://www.bigbasket.com/media/uploads/p/l/40258760_1-listerine-total-care-mouthwash-mild-taste-clears-999-germs.jpg,Listerine,Listerine Total Care Mouthwash,500 ml,Rs 375,Rs 337.50,https://www.bigbasket.com/pd/40258760/listerine-total-care-mouthwash-mild-taste-clears-999-germs-500-ml-12/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹337.5
,BEAUTY & HYGIENE,ORAL CARE,MOUTHWASH,40022373,https://www.bigbasket.com/media/uploads/p/l/40022373_3-listerine-mouthwash-liquid-cavity-fighter-removes-999-germs.jpg,Listerine,Listerine Mouthwash Liquid,500 ml Bottle,Rs 385,Rs 354.20,https://www.bigbasket.com/pd/40022373/listerine-mouthwash-liquid-cavity-fighter-removes-999-germs-500-ml-bottle/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.3,₹268
,BEAUTY & HYGIENE,ORAL CARE,MOUTHWASH,274601,https://www.bigbasket.com/media/uploads/p/l/274601_9-listerine-mouthwash-liquid-original-removes-999-germs.jpg,Listerine,Listerine Mouthwash Liquid,500 ml Bottle,Rs 335,Rs 301.50,https://www.bigbasket.com/pd/274601/listerine-mouthwash-liquid-original-removes-999-germs-500-ml-bottle/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.3,₹283.5
,BEAUTY & HYGIENE,ORAL CARE,MOUTHWASH,40000359,https://www.bigbasket.com/media/uploads/p/l/40000359_12-colgate-mouthwash-plax-freshmint-splash.jpg,Colgate,Colgate Mouthwash,500 ml,Rs 285,Rs 256.50,https://www.bigbasket.com/pd/40000359/colgate-mouthwash-plax-freshmint-splash-500-ml/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.3,₹242.25
,BEAUTY & HYGIENE,ORAL CARE,MOUTHWASH,40158270,https://www.bigbasket.com/media/uploads/p/l/40158270_2-closeup-red-hot-anti-germ-mouthwash.jpg,Closeup,"Closeup Red Hot Anti Germ Mouthwash, 250 ml",250 ml,Rs 125,Rs 110,https://www.bigbasket.com/pd/40158270/closeup-red-hot-anti-germ-mouthwash-250-ml/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.2,₹100
,BEAUTY & HYGIENE,ORAL CARE,MOUTHWASH,40158268,https://www.bigbasket.com/media/uploads/p/l/40158268_2-closeup-nature-boost-anti-germ-mouthwash.jpg,Closeup,"Closeup Nature Boost Anti Germ Mouthwash, 250 ml",250 ml,Rs 125,Rs 110,https://www.bigbasket.com/pd/40158268/closeup-nature-boost-anti-germ-mouthwash-250-ml/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.2,₹100
,BEAUTY & HYGIENE,ORAL CARE,TOOTHBRUSH,40114822,https://www.bigbasket.com/media/uploads/p/l/40114822_6-colgate-sensitive-toothbrush-gentle-soft-bristles.jpg,Colgate,Colgate Toothbrush,4 pcs,Rs 145,Rs 130.50,https://www.bigbasket.com/pd/40114822/colgate-sensitive-toothbrush-gentle-soft-bristles-4-pcs/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.8,₹102
,BEAUTY & HYGIENE,ORAL CARE,TOOTHPASTE,1223616,https://www.bigbasket.com/media/uploads/p/l/1223616_1-colgate-total-whole-mouth-health-antibacterial-toothpaste-gentle-enamel-toothbrush.jpg,Colgate,"Colgate Total Whole Mouth Health Antibacterial Toothpaste + Gentle Enamel Toothbrush, Combo 2 items",Combo 2 items,Rs 538,Rs 398.16,https://www.bigbasket.com/pd/1223616/colgate-total-whole-mouth-health-antibacterial-toothpaste-gentle-enamel-toothbrush-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.2,₹408.6
,BEAUTY & HYGIENE,ORAL CARE,TOOTHBRUSH,20003847,https://www.bigbasket.com/media/uploads/p/l/20003847_12-oral-b-criss-cross-gum-care-toothbrush-with-extra-long-power-tip-bristles-m.jpg,Oral-B,Oral-B Criss Cross Gum Care Toothbrush,2 pcs (Buy 2 Get 2 Free),Rs 190,Rs 161.50,https://www.bigbasket.com/pd/20003847/oral-b-criss-cross-gum-care-toothbrush-with-extra-long-power-tip-bristles-m-2-pcs/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.2,₹190
,BEAUTY & HYGIENE,ORAL CARE,TOOTHBRUSH,40224661,https://www.bigbasket.com/media/uploads/p/l/40224661_5-oral-b-cavity-defense-123-toothbrush-soft.jpg,Oral-B,Oral-B Bacterial Fighter Manual Tooth Brush,6 pcs,Rs 120,Rs 102,https://www.bigbasket.com/pd/40224661/oral-b-cavity-defense-123-toothbrush-soft-6-pcs/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,3.9,₹133.65
,BEAUTY & HYGIENE,ORAL CARE,TOOTHBRUSH,40184954,https://www.bigbasket.com/media/uploads/p/l/40184954_7-colgate-slim-soft-charcoal-toothbrush.jpg,Colgate,"Colgate SlimSoft Charcoal Toothbrush, Soft, 4 pcs (Buy 2 Get 2 Free)",4 pcs (Buy 2 Get 2 Free),Rs 170,Rs 153,https://www.bigbasket.com/pd/40184954/colgate-slim-soft-charcoal-toothbrush-4-pcs/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.2,₹136
,BEAUTY & HYGIENE,ORAL CARE,TOOTHBRUSH,30008723,https://www.bigbasket.com/media/uploads/p/l/30008723_14-oral-b-sensitive-toothbrush-with-extra-soft-bristles.jpg,Oral-B,"Oral-B Sensitive & Gums – Pro Clean, Pack of 4",Pack of 4,Rs 135,Rs 114.75,https://www.bigbasket.com/pd/30008723/oral-b-sensitive-toothbrush-with-extra-soft-bristles-2-pcs/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹102.95
,BEAUTY & HYGIENE,ORAL CARE,TOOTHPASTE,1223645,https://www.bigbasket.com/media/uploads/p/l/1223645_1-colgate-charcoal-clean-toothpaste-120g-x-2-slim-soft-charcoal-toothbrush-4-pcs.jpg,Colgate,"Colgate Charcoal Clean Toothpaste (120g X 2) + Slim Soft Charcoal Toothbrush (4 pcs), Combo 2 Items",Combo 2 Items,Rs 490,Rs 382.50,https://www.bigbasket.com/pd/1223645/colgate-charcoal-clean-toothpaste-120g-x-2-slim-soft-charcoal-toothbrush-4-pcs-combo/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.1,₹392.82
,BEAUTY & HYGIENE,ORAL CARE,TOOTHPASTE,1212657,https://www.bigbasket.com/media/uploads/p/l/1212657_4-colgate-strong-teeth-anticavity-toothpaste-with-amino-shakti-saver-pack.jpg,Colgate,Colgate Strong Teeth Anticavity Toothpaste With Amino Shakti,2x500 g Multipack,Rs 552,Rs 456.23,https://www.bigbasket.com/pd/1212657/colgate-strong-teeth-anticavity-toothpaste-with-amino-shakti-saver-pack-2x500-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.2,₹471.19
,BEAUTY & HYGIENE,ORAL CARE,TOOTHPASTE,1205561,https://www.bigbasket.com/media/uploads/p/l/1205561_4-colgate-toothpaste-maxfresh-spicy-red-gel.jpg,Colgate,Colgate Toothpaste,4x150 g Multipack,Rs 500,Rs 380,https://www.bigbasket.com/pd/1205561/colgate-toothpaste-maxfresh-spicy-red-gel-4x150-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.3,₹337.5
,BEAUTY & HYGIENE,ORAL CARE,TOOTHPASTE,1214373,https://www.bigbasket.com/media/uploads/p/l/1214373_5-colgate-total-whole-mouth-health-advanced-toothpaste-120g-120g.jpg,Colgate,"Colgate Colgate Total Whole Mouth Health, Antibacterial Toothpaste, 120gm + 120gm (Advanced Health, Saver Pack) (Pack of 2), 2x240 g (Multipack)",2x240 g (Multipack),Rs 596,Rs 429.12,https://www.bigbasket.com/pd/1214373/colgate-total-whole-mouth-health-advanced-toothpaste-120g-120g-2x240-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.2,₹507.64
,BEAUTY & HYGIENE,ORAL CARE,TOOTHPASTE,40195548,https://www.bigbasket.com/media/uploads/p/l/40195548_6-colgate-visible-white-teeth-whitening-toothpaste.jpg,Colgate,"Colgate Visible White Teeth Whitening Toothpaste, Protects Enamel, Removes Stains, With Whitening Accelerators, 400g, 100g X 4, 100 g (Pack of 4)",100 g (Pack of 4),Rs 580,Rs 435,https://www.bigbasket.com/pd/40195548/colgate-visible-white-teeth-whitening-toothpaste-100-g/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.3,₹494
,BEAUTY & HYGIENE,ORAL CARE,TOOTHPASTE,1208322,https://www.bigbasket.com/media/uploads/p/l/1208322_1-dabur-meswak-toothpaste.jpg,Dabur,Dabur Meswak Toothpaste,3x200+200 g (Multipack),Rs 645,Rs 520.84,https://www.bigbasket.com/pd/1208322/dabur-meswak-toothpaste-3x200200-gm/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.2,₹523.69
,BEAUTY & HYGIENE,SKIN CARE,AROMATHERAPY,40293970,https://www.bigbasket.com/media/uploads/p/l/40293970_2-parama-naturals-turmeric-essential-oil-chemical-free-undiluted.jpg,PARAMA NATURALS,PARAMA NATURALS Turmeric Essential Oil,15 ml,Rs 750,Rs 675,https://www.bigbasket.com/pd/40293970/parama-naturals-turmeric-essential-oil-chemical-free-undiluted-15-ml/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,,₹375
,BEAUTY & HYGIENE,SKIN CARE,AROMATHERAPY,40079154,https://www.bigbasket.com/media/uploads/p/l/40079154_3-soulflower-rosemary-essential-oil.jpg,Soulflower,Soulflower Rosemary Essential Oil,30 ml,Rs 850,Rs 595,https://www.bigbasket.com/pd/40079154/soulflower-rosemary-essential-oil-30-ml/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.5,₹731
,BEAUTY & HYGIENE,SKIN CARE,AROMATHERAPY,40107552,https://www.bigbasket.com/media/uploads/p/l/40107552_5-soulflower-lavender-essential-oil-for-skin-acne-hairfall-and-frizz-control.jpg,Soulflower,Soulflower Lavender Essential Oil,30 ml,Rs 850,Rs 595,https://www.bigbasket.com/pd/40107552/soulflower-lavender-essential-oil-for-skin-acne-hairfall-and-frizz-control-30-ml/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.3,₹731
,BEAUTY & HYGIENE,SKIN CARE,AROMATHERAPY,40120582,https://www.bigbasket.com/media/uploads/p/l/40120582_10-biotique-body-massage-oil-avocado-stress-relief-bio-cado.jpg,BIOTIQUE,BIOTIQUE Body Massage Oil,200 ml,Rs 160,Rs 112,https://www.bigbasket.com/pd/40120582/biotique-body-massage-oil-avocado-stress-relief-bio-cado-200-ml/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.3,₹96
,BEAUTY & HYGIENE,SKIN CARE,AROMATHERAPY,40079161,https://www.bigbasket.com/media/uploads/p/l/40079161_2-soulflower-peppermint-essential-oil.jpg,Soulflower,"Soulflower Peppermint Essential Oil for Hair Growth, Dandruff Control, Scalp Nourishment, Cold Pressed, 15 ml",15 ml,Rs 450,Rs 315,https://www.bigbasket.com/pd/40079161/soulflower-peppermint-essential-oil-15-ml/?nc=l3category&t_pg=L3Categories&t_p=l3category&t_s=l3category&t_pos=3&t_ch=desktop,Yes,No,4.5,₹405
